NAMA_PERUSAHAAN,JUMLAH_ASET,JUMLAH_LIABILITAS,JUMLAH_EKUITAS,PENDAPATAN,LABA_BRUTO,LABA_SEBELUM_PAJAK,LABA_SETELAH_PAJAK,ARUS_KAS_DARI_AKTIVITAS_OPERASI,ARUS_KAS_DARI_AKTIVITAS_INVESTASI,ARUS_KAS_DARI_AKTIVITAS_PENDANAAN,KAS_DAN_SETARA_KAS_PADA_AKHIR_PERIODE,LABA_PER_SAHAM,,,
JPFA,29617316000000,17044676000000,12572640000000,32803378000000,5937368000000,2095043000000,1616402000000,-716118000000,-2018180000000,2427016000000,1039568000000,129.0000000000,,,
JRPT,11692718776000,3627683364000,8065035412000,1692113312000,876050971000,667733612000,660999246000,697849908000,-178414488000,-469016990000,1059383429000,53.8500000000,,,
JSKY,455257892869,221149306777,234108586092,117767636503,28883943403,2524526496,1905208487,8216426197,-495495300,-6670608166,1462795475,1.0000000000,,,
JSMR,105317947000000,80036970000000,25280977000000,10631873000000,4432091000000,1122298000000,221239000000,2045555000000,-3865974000000,1097643000000,3747452000000,103.2600000000,,,
JSPT,5564456292000,2829250373000,2735205919000,326232908000,187820820000,-285247318000,-295228396000,-107107194000,-92600406000,79637679000,441472589000,-80.0000000000,,,
JTPE,1289891895012,507632625719,782259269293,595968717423,133166991094,39629578096,34658133566,-146020415349,-37959109977,162886885443,12788770388,20.1600000000,,,
KAEF,18845333250000,11605056865000,7240276385000,9493592426000,3324054593000,386737787000,294692637000,-953391082000,-320814718000,680462869000,661106062000,53.0600000000,,,
KARW,267948964254,774698726610,-506749762356,24580470411,-8537215812,-19850361606,-21596201895,7937108697,-743448948,-7904145369,36529362057,-371.9820000000,,,
KAYU,107394406961,28903917237,78490489724,4372817362,-1497153262,195899297,146924473,1190654274,6000000000,-7225523622,90653267,0.2200000000,,,
KBAG,462946587264,81742922245,381203665019,21480107865,9548850932,2458016956,1740949509,-40173021663,43840974000,-3113677382,6551046099,0.2400000000,,,
KBLI,2254425768000,383999564000,2370762055000,1105122947000,78002004000,21917668000,20595727000,27420761000,268637563000,-114915616000,459387318000,5.2200000000,,,
KBLM,1137637160918,312765755121,824871405797,895402354193,17676434070,-11336342434,-10448132068,-83728486344,-1220001166,76120601420,7337747913,-9.0000000000,,,
KBLV,6946609000000,5437994000000,1508615000000,108511000000,43861000000,213465000000,212897000000,-115000000000,223442000000,-133894000000,68271000000,118.0000000000,,,
KDSI,1364244989093,639794797502,724450191591,1583800640157,253289190398,79656270137,62261766366,-129233878565,-10246851907,134014006298,45320828713,153.7300000000,,,
KEEN,4338325902693,2061061856067,2277264046626,380589477489,221305297161,118882628721,44808422361,-55615529565,4549525851,86717516865,23376407598,10.0149000000,,,
KEJU,758077216747,212075419126,546001797621,735671301200,248872571317,132523966738,104895266499,118512221273,-107967056306,-11727989261,214294108246,69.9300000000,,,
KIAS,987949540113,151269075098,836680465015,402078678078,12262227333,-15574898865,-15574898865,6700706819,-6396918482,-2420937120,12731667971,-1.0100000000,,,
KICI,183635924159,85501442505,98134481654,104592048565,37485074239,20887991134,17365008055,3302175335,-136524200,1448630000,15414996411,63.0000000000,,,
KIJA,12337313653914,6205509773444,6131803880470,1652596736801,634659752266,-131824515226,-128155254991,167979559186,-176053813803,-109887547334,1061313888388,-8.7300000000,,,
KINO,5319295533948,2683258743324,2636036790624,2931697381131,1376503812632,104617435913,81835612689,467842784262,-290467585813,-180396205852,176840831365,58.0000000000,,,
KIOS,62392482841,1549438483,60843044358,274016823940,9966453445,1583021800,2159939838,-8777724812,13724534598,-4581676770,1854402009,3.0500000000,,,
KJEN,70598777291,8571919582,62026857709,7208600827,3562363957,-2253054980,-1958084469,-856892612,-8827620,788839979,76843431,-3.9200000000,,,
KKGI,1713975309390,406719896745,1307255412645,1146638907249,253562274264,190771426524,131660382105,222804513384,-69256309803,-42182014836,280186170564,27.1833000000,,,
KLBF,24266776390675,4275035066846,19991741323829,19098695082934,8279280963567,2975650750762,2324310806853,2304652619596,-862507592788,-994291776722,5647004004140,48.8100000000,,,
KMDS,172338626310,31776661138,140561965172,156045894869,43324992484,26735830169,21649791629,15405577655,26272372613,10748434781,40908258972,27.0000000000,,,
KMTR,5308999315537,3309653947003,1999345368534,9553759676600,511279292099,84251931868,53178597574,75330167462,-22643719803,108096952352,525907495451,6.4600000000,,,
KOBX,1431418554768,1053348983496,378069571272,1280204180562,240794392710,69203946183,67167802557,456856532046,-45885381786,-402569607729,33198892755,29.4724200000,,,
KOIN,1045005915604,935359507900,109646407704,1779884819407,158400125416,-17513109651,-16950078320,-102146410350,-7649258098,12863727787,20149324084,-17.2800000000,,,
KONI,117324065377,48170153765,69153911612,86973749442,18179504614,3335544970,2677825938,1898894976,0,-1444400000,28329526134,17.6200000000,,,
KOPI,228238204175,139267892093,88970312082,141785615657,3147688298,1605258020,5415053023,5415053023,-4428662720,-1047632048,7406150290,2.3000000000,,,
KOTA,1561296843334,305626388688,1255670454646,5168140237,3394770480,-17737543208,-17737543208,-991167008,1706850465,-2614893090,1405582521,-1.6800000000,,,
KPAS,231449574713,114310015638,117139559075,20151550090,-8813171659,-29702424822,-29702424822,8510715772,711462806,-8404592116,161532140,-35.5500000000,,,
KPIG,30581780329921,6391303015187,24190477314734,499942831616,114345484575,42829116181,40847086773,-152227873466,-77818954542,236841402240,76150487141,0.9500000000,,,
KRAS,53603417074000,47574791630000,6028625444000,23058743335000,2770426092000,1093623165000,852729624000,-721090992000,-295828897000,795402661000,1367512290000,44.3951000000,,,
KREN,3129952247043,594384253714,2535567993329,9267745030456,-70147949089,-249523557337,-261367833061,158398866617,-130465353174,-82621533244,315722670241,-20.9200000000,,,
LABA,71393898586,6974366198,64419532388,7184192352,1654769408,21162924005,22612661725,-6866877793,-5105467098,13626547139,2163576921,28.2658271565,,,
LAND,771682717164,293806337637,477876379527,27407145419,-9286828718,-9286828718,-9572819147,-7063402386,6307844222,3640972499,29781674849,-3.4200000000,,,
LAPD,96389104065,266924038141,-170534934076,0,-23549956454,-30579774592,-30585589302,-6537212843,1363636364,4729631200,115747829,-7.7100000000,,,
LCGP,1632526721411,40033309421,1592493411990,1636363638,1106716932,-1303610852,-1344519947,321168782,0,0,910601112,-0.2300000000,,,
LCKM,148457957435,12340041307,136117916128,36832314265,9441799073,2903712836,2078061088,968591399,0,0,12777448352,2.0800000000,,,
LEAD,1993369558890,1477693730769,515675828121,288302331366,53577282810,-21543165846,-24901276272,90900082473,-22382915211,-47210782266,167962305783,-6.1663170000,,,
LIFE,15962008000000,8314904000000,7579976000000,2821130000000,162924000000,162924000000,111998000000,452205000000,268738000000,-510300000000,1035667000000,53.0000000000,,,
LINK,9288221000000,4255984000000,5032237000000,3241820000000,2580434000000,890313000000,686948000000,1339506000000,-2078002000000,804916000000,359642000000,250.0000000000,,,
LION,646963501128,218144754877,428818746251,193962722570,55107035080,-12889409906,-14322705495,-17082220953,-20596711666,0,92570664057,-28.0000000000,,,
LMAS,338835737385,215436671013,123399066372,31398251677,15059290999,-1133143482,-817832241,9566322585,-2057972100,-8686838306,1647229048,-1.1900000000,,,
LMPI,714715049267,469120484607,245594564660,427010023814,63828198305,-1396520071,-899986168,-3747609206,-2113448562,7012228775,4584954179,-0.8900000000,,,
LMSH,144624896318,31101986821,113522909497,109511562812,13686684836,7027094548,5171464828,-9626982297,-452925925,5500000000,16063477205,54.0000000000,,,
LPCK,9528003000000,2771799000000,6756204000000,1158677000000,477286000000,381336000000,371238000000,-48515000000,-7449000000,-202013000000,377518000000,128.0000000000,,,
LPGI,2994651309060,1988702497039,1005948812021,1810680002334,132490604504,132490604504,110163964457,198481322086,-157338842790,-41830134000,23416609668,734.0000000000,,,
LPIN,299464042987,24758104471,274705938516,90015634436,21630321674,16875131009,15021406059,631138471,-50324082717,605414376,49245236712,35.0000000000,,,
LPKR,63064386000000,40350117000000,22714269000000,10752274000000,4465889000000,-76447000000,-581423000000,-936439000000,1991419000000,1140438000000,4892448000000,-8.1000000000,,,
LPLI,1071245000000,15148000000,1056097000000,4287000000,-5181000000,353380000000,352227000000,-28304000000,235867000000,-177428000000,48353000000,300.9400000000,,,
LPPF,5775648000000,4716891000000,1058757000000,4084782000000,2600320000000,556887000000,438694000000,1490589000000,-43811000000,-1502182000000,468550000000,168.0000000000,,,
LPPS,1262831568498,10475116,1262821093382,135000000,135000000,186112083403,186112083403,-4203859341,11316291239,0,8882336309,71.9100000000,,,
LRNA,246083724363,45687901945,200395822418,50840955577,-2347323413,-17760027407,-17760027407,-1823644343,-240200000,1800004091,622618401,-50.7400000000,,,
LSIP,11760095000000,1851065000000,9909030000000,3339123000000,1161651000000,979481000000,751663000000,1245165000000,-223773000000,139723000000,2848072000000,110.0000000000,,,
LTLS,5660177000000,3286820000000,2373357000000,4727516000000,902870000000,276955000000,162842000000,340056000000,-53500000000,-205296000000,461979000000,90.0000000000,,,
LUCK,156286559114,29524972595,126761586519,63765488638,16022880985,-1053148203,-989615765,4777791522,-10046051170,2251624617,10098367607,-1.0000000000,,,
MAGP,1121619159846,998223022049,123396137797,167577368225,1648984404,-37677790855,-37677790855,11069633835,-5041421724,-4746948676,1549558994,-4.1009296847,,,
MAIN,5384768497000,3381390885000,2003377612000,6714951857000,439949966000,30430420000,18661408000,-320566992000,-224531090000,473171019000,76346269000,8.0000000000,,,
MAMI,1776470544797,510882658749,1265587886048,29482192416,7094980650,-35129622351,-35129622351,2060073556,0,-2188376486,3952199004,-2.8548793276,,,
MAPA,5346317000000,2380051000000,2966266000000,3799881000000,1610750000000,19937000000,-14910000000,261646000000,-61160000000,-310599000000,489235000000,0.4900000000,,,
MAPB,2236347000000,1289769000000,946578000000,1652138000000,1102368000000,-86208000000,-74039000000,254174000000,-134840000000,-224556000000,250634000000,-34.0000000000,,,
MAPI,16877265000000,1042905000000,6454360000000,12080468000000,5022417000000,-60861000000,-59826000000,690714000000,-178904000000,-1204103000000,2098772000000,-5.0000000000,,,
MARI,330663449305,124534165971,206129283334,48422662390,48422662390,-13046406203,-15720133007,-14276795752,-5491766206,27600000000,41873277386,-2.0100000000,,,
MARK,1047653816524,418937486985,628716329539,832149088209,359452996695,359452996695,276243892318,179396867854,-126870610510,-40149752912,52040464092,72.6700000000,,,
MASA,6973637265292,3035561399472,3938075865820,4159287045120,1362697234474,917220183204,668410820658,408937314832,-83167932052,-319191492524,31462955498,72.7882698943,,,
MASB,23483044173811,20843149482585,2639894691226,1022209220161,192893489461,192893489461,150456921781,603023599751,1141624631456,622707897130,5474053934984,12.1200000000,,,
MAYA,114640479000000,100736647000000,13903832000000,5656376000000,44450000000,44450000000,26136000000,8447581000000,-1514071000000,961089000000,18358935000000,2.4200000000,,,
MBAP,3225699861761,1103175042864,2122524818897,2838472137327,1376434072506,916895652155,699706187392,995184678164,-44467607223,-251608770978,1367458328472,572.8400000000,,,
MBSS,2601135210990,290334211506,2310800999484,769192162608,157508638707,65796934431,65796934431,212189906865,-57919342854,-136648345971,521088609738,34.3368000000,,,
MBTO,997211067370,473850725610,523360341760,146949160132,43325671320,-82847827320,-66499017707,-90281083818,145248499992,-29670971518,27496375794,-62.1500000000,,,
MCAS,2018403377985,528981480616,1489421897369,9493744955077,146216958020,141174082800,129750524233,202997783424,-175728012151,-76130456660,266535560269,66.0000000000,,,
MCOL,6726818161356,2261208302016,4465609859340,5388698028699,2735864072613,2384598465543,1881295559934,1829773277376,-309158889975,-470725837995,2017311450663,519.4871700000,,,
MCOR,26114159000000,20046235000000,6067924000000,1007624000000,89064000000,89064000000,69470000000,2032173000000,-483328000000,0,4481878000000,1.8300000000,,,
MDIA,5390957190000,2828712120000,2562245070000,986419030000,501999650000,72355876000,33004710000,52772844000,-41332314000,-13230326000,10703969000,0.8604799622,,,
MDKA,16740385292622,5912495640273,10827889652349,3736317587691,1054387385556,447696875892,264992465625,1300872788112,-1379028280827,2281021308045,2900717495910,12.8763000000,,,
MDKI,981283000000,98206000000,883077000000,291051000000,61987000000,29433000000,23264000000,23384000000,-2095000000,-15362000000,236568000000,9.2000000000,,,
MDLN,14886444567244,11129669554769,3756775012475,578193144882,314335186757,-441595768181,-460194469808,125639928331,-47463648140,-163406325304,129559838893,-37.2100000000,,,
MDRN,299920404901,847798551558,-547878146657,57947755658,18607526726,-9935610680,-9935610680,7328433595,-2842384156,-6368046547,1145615562,-1.3000000000,,,
MEDC,75534618536706,57870269786772,17664348749934,13676371776207,5376710665530,2973708662370,1005793488372,4384662384189,2041558081536,-3688223133570,6899720159187,5.1505200000,,,
MEGA,119764132401379,101458998511944,18305133889435,7873858768155,3135930822531,3135930822531,2530283110561,15606900064576,-8569778916048,-2381000000000,12347279807623,363.0000000000,,,
MERK,925000013000,249183432000,675816581000,786084291000,290702526000,117789556000,117789556000,175486601000,-21647079000,-71253770000,217311061000,263.0000000000,,,
META,6712389188122,3339456266800,3372932921322,633154188363,279873954097,55653400007,28894096072,105407012402,-306731331342,922282473623,307787009595,0.7100000000,,,
MFIN,4960874000000,2358375000000,2602499000000,1275123000000,406550000000,406550000000,317877000000,-217474000000,-8606000000,362093000000,612610000000,120.0000000000,,,
MFMI,337334935966,217887277740,119447658226,108389339424,59389965028,29058952784,29549716639,14044895063,69050696659,-45208944659,79635477650,39.0000000000,,,
MGLV,152186139501,62522792070,89663347431,78952847780,33402783828,5178638715,4151426161,-24898152850,-7946997925,45732143157,16447760504,2.5900000000,,,
MGNA,611671368,51376117887,-50764446519,0,0,-1700084185,-1708822585,-1670426595,6027150250,-4296800000,353189051,1.6600000000,,,
MGRO,1981687261691,1306754932623,674932329068,4769912848017,597433603527,72756262666,57224608465,-72092919181,-32107279268,289692175147,211675473838,14.0200000000,,,
MICE,1043478228889,341547249409,701930979480,548570196469,296499953055,37335832550,23586857550,38778990452,-6652630096,-39799019945,48130529399,39.8516405684,,,
MIDI,6138648000000,4603767000000,1534881000000,10091964000000,2527582000000,243949000000,196275000000,830773000000,-459319000000,-425540000000,184238000000,68.0900000000,,,
MIKA,6704969336846,901632246286,5803337090560,3406566516185,1784370004220,1308088905313,1009892107370,1099069150034,493629847954,-680672138536,1617039504374,62.0000000000,,,
MINA,112467733039,6412538608,106055194431,2145849216,1262542330,-3850265194,-3850265194,-2866957850,1357934600,0,360240471,-29.3600000000,,,
MIRA,301779269071,96088865676,205690403395,62386640618,1317852270,-10056171376,-8763517126,3905792503,253262440,-5611200341,2039376276,-2.2000000000,,,
MITI,169867950166,37257305146,132610645020,34183618364,15616144718,3709000809,3285371145,295170292,-1741824865,7162704234,13087880476,1.4500000000,,,
MKNT,522121999590,471717061969,50404937621,1535265401908,43940449095,-11442316756,-16993162056,16715233509,-635266148,-9650420045,22387642135,-3.0000000000,,,
MKPI,7710768739853,2044590667632,5666178072221,908466432263,211572851203,211572851203,159387936641,415759000900,-392127055079,-113839805900,486188388503,168.1900000000,,,
MLBI,2881005000000,2036008000000,844997000000,1672414000000,895345000000,554646000000,412504000000,693059000000,-156663000000,-599451000000,570198000000,196.0000000000,,,
MLIA,5948720840000,2839436983000,3109283857000,3190363191000,556051315000,556051315000,429742851000,644591301000,-251868444000,-202419531000,370216412000,324.7500000000,,,
MLPL,15734371000000,11010775000000,4723596000000,7421284000000,1408088000000,199620000000,88273000000,331390000000,471601000000,-1104933000000,1304055000000,11.0000000000,,,
MLPT,2448069000000,1574069000000,874000000000,1944348000000,303797000000,203206000000,178111000000,108581000000,-75526000000,-284039000000,379541000000,95.0000000000,,,
MMLP,6998171360000,999691218000,5998480142000,232794867000,211985731000,139477921000,143232195000,102825682000,-697720958000,231845083000,889635259000,12.0000000000,,,
MNCN,20137879000000,3377031000000,16760848000000,7072764000000,4043903000000,2275384000000,1810417000000,2186620000000,-519930000000,-1118780000000,1488105000000,127.2000000000,,,
MOLI,2314827213000,828473318000,1486353895000,1193738131000,272430227000,48993889000,33956526000,62677724000,-66237688000,-21577552000,38811520000,12.0000000000,,,
MPMX,9687037000000,3485618000000,6201419000000,9566418000000,892621000000,417797000000,322535000000,533234000000,-98648000000,-292353000000,1772824000000,75.0000000000,,,
MPOW,242661745000,99335973000,143325772000,31487521000,8661144000,930829000,804798000,14511340000,-1905228000,-16018759000,3887043000,0.9900000000,,,
MPPA,4068212000000,4039899000000,28313000000,4935683000000,879658000000,-205752000000,-172374000000,451076000000,-43394000000,-574402000000,133168000000,-23.0000000000,,,
MPRO,1774764869000,415814938000,1358949931000,54157597000,22918971000,-8131784000,-9472342000,686229000,1680222000,13800000000,83655245000,-0.9500000000,,,
MRAT,569084362485,226033086764,343051275721,255906236298,142096281668,1153856293,336723577,-11421173024,-3096063253,7040772260,4580500319,0.7900000000,,,
MREI,4221423793505,2462171783642,1717629943730,2351357177764,30215758098,30215758098,29902165078,-82085458203,98959512436,-23343883578,12936112765,57.7500000000,,,
MSIN,3240996000000,673417000000,2567579000000,1312122000000,386239000000,271876000000,212063000000,132012000000,33221000000,26496000000,588222000000,18.8400000000,,,
MSKY,4081445000000,1539857000000,2541588000000,651850000000,510639000000,-134945000000,-116334000000,518323000000,-21075000000,-144530000000,17849000000,-11.7000000000,,,
MTDL,6786424000000,3104737000000,3681687000000,12134705000000,1039143000000,676279000000,531826000000,198034000000,6741000000,-281726000000,1771896000000,143.1300000000,,,
MTFN,734728471964,772336613129,-37608141165,250106879712,-16575067062,-16575067062,-17386090931,5929398532,-2617487254,-9620263600,9540833520,-0.5500000000,,,
MTLA,6367854000000,2126304000000,4241550000000,595642000000,325582000000,246127000000,218873000000,367077000000,-157193000000,-265495000000,435196000000,26.4508164598,,,
MTPS,334583383787,75516257705,259067126082,48118260374,-65053593188,-78611896908,-80248237785,-248207732485,-1696624721,-41333212076,5276761244,-38.4900000000,,,
MTSM,67801703794,25209818830,42591884964,15794424840,846250215,-2751780210,-3044950941,-3544397807,761673171,-111404546,5364521105,-13.0600000000,,,
MTWI,493167632618,365817691751,127349940867,371782689162,-6259579913,-6259579913,-6259579913,-1041414355,2938704704,0,10373130532,-4.1024390423,,,
MYOH,2220514643124,293568155298,1926946487826,1720807149626,459562336421,390549881372,304458445180,741522376033,-16223602134,-219035627836,1178016345407,137.4816000000,,,
MYOR,20130677507079,9063278888053,11067398619026,19887755100875,5086304861743,1302236505818,1005270327972,952982984099,-587390527553,-802710561521,3346220754377,44.0000000000,,,
MYTX,3771386000000,3874831000000,-103445000000,1168594000000,8764000000,-112344000000,-112344000000,87979000000,-11809000000,-98555000000,25055000000,-13.9900000000,,,
NASA,1134839148737,60836523140,1074002625597,1049570262,561215841,-2828750394,-2828750394,-15898718,75000000000,0,75912622432,-0.2600000000,,,
NATO,806510298024,1325894380,805184403644,800069038,-2851964507,-2851964507,-2411726870,-1510016987,-4014649410,734400,142502488503,-0.3014340248,,,
NELY,561837173307,63445358898,498391814409,143671824803,48369393649,36953173333,35002530373,63343184837,6099360083,-43730224991,98608039836,14.8900000000,,,
NFCX,1728586266688,368105420013,1360480846675,6446092531763,82396891716,339257964601,331052152466,208296113569,-248472867409,-4284456330,222709110836,248.9200000000,,,
NICK,178135021849,1301469000,176833552849,80428704588,80428704588,78918228029,78918228029,5859223006,0,0,15839261100,121.0000000000,,,
NICL,382419350832,50606250897,331813099935,226020002734,23446888104,23446888104,23446888104,-113774692191,-8936167176,143354587424,47359668316,3.3900000000,,,
NIKL,2542348749480,1784251779828,758096969652,2042315093520,174507743976,92031852015,68098458600,-12143824521,-13748740860,255356329143,439604221491,27.1833000000,,,
NIRO,10654833434605,4183234688637,6471598745968,524920885243,-67218458372,-67218458372,-117727452385,-375703032699,-665686357502,231321366681,864583049148,-1.8800000000,,,
NISP,211283352000000,179465080000000,31818272000000,10285505000000,2705033000000,2705033000000,2035006000000,20081543000000,-12157755000000,-881119000000,16802719000000,88.6900000000,,,
NOBU,16356627000000,14803757000000,1552870000000,750978000000,58259000000,58259000000,45976000000,1049655000000,-529804000000,-5102000000,2166149000000,10.3600000000,,,
NPGF,400697410209,189620303207,211077107002,213010504943,36340491063,6142469999,4798421244,23356987928,-77211571351,52157338096,280870622,1.4800000000,,,
NRCA,2185464135034,1052392651372,1133071483662,1024619692221,114890627755,45791243109,16172286472,-80066935902,-585496998,-29188245031,467675180564,7.0000000000,,,
NZIA,637737942856,127442127354,510295815502,80923788660,27051969512,2976135669,2009182112,21211248244,-8972159392,-18900981443,38070982950,0.1000000000,,,
OASA,48693132490,1247083980,47446048510,3331580000,1028126226,1139185415,1035116761,268804833,1172776300,0,47145475478,2.8900000000,,,
OCAP,16491977220,209645901428,-193153924208,0,0,-7369266889,-7369266889,-6704989721,106000000,-726165000,13348411794,-26.9700000000,,,
OILS,133517152741,58339708639,75177444102,252478187657,17198865601,5276458265,4059499045,-43630639877,-1204857443,-47657202287,3379552670,17.1100000000,,,
OKAS,2318321402499,2332668533634,-14347131135,1105974664815,225289524828,-34712401671,-60149374944,180892185498,-21343554582,-154135133949,56718613572,-31.4065185425,,,
OMRE,4105336724506,698723866805,3406612857701,47229535346,13715084334,-142991772386,-142703795604,-84646838079,-115449949,89007137734,14902683998,-81.6200000000,,,
OPMS,93868479199,775206231,93093272968,32551998333,2683277467,-438902201,-473122375,-9229987021,-18473707833,-96713142,34244112455,0.4400000000,,,
PADI,273621399520,26806645818,246814753702,5248823852,-47468490860,-47468490860,-47483577167,670971777,667659928,-1125000000,5858692004,-4.0000000000,,,
PALM,4145606987000,144840967000,4000766020000,260937571000,125587185000,227677166000,209026014000,104278549000,-16286902000,-54740000000,86095157000,29.5405896070,,,
PAMG,578912251407,152456400521,426455850886,31553490548,13576885544,-8935374359,-8956788935,-9750860875,-17489802042,0,1415571174,-2.8700000000,,,
PANI,83472027886,42477687060,40994340826,189834251053,13232413702,1316047007,1029451770,1897016893,-893226893,-3833789289,1517109421,24.8000000000,,,
PANR,1500598589000,912403301000,588195288000,53977133000,-1309588000,-148467488000,-120401390000,-98051481000,10188350000,-101808884000,31808280000,-113.9800000000,,,
PANS,2730899414678,1332230623135,1398668791543,316965705032,131699720665,131699720665,100852017390,113034296242,-1682863021,-115685792752,13787096045,135.1300000000,,,
PBID,2646015023000,585200945000,2060814078000,3234772046000,646736671000,416989449000,322684656000,10369969000,-67963442000,-96317104000,306552894,171.0800000000,,,
PBSA,660141872504,126753304186,533388568318,150258658940,66747779793,41842498662,37976356276,52350352052,64384933624,-45799987801,130515806055,25.5000000000,,,
PCAR,106995273329,41868122325,65127151004,107819040026,16651393765,2543475734,2543475734,-2917458370,-3171344339,-154698754,8932899296,1.5000000000,,,
PDES,312469323395,245856926194,66612397201,4676033060,-13990978686,-35701028698,-28346588638,-11683232536,2576800869,3865048947,1381681177,-38.7000000000,,,
PEGE,474733260793,56825791284,417907469509,-68331993464,-77285534713,-77285534713,-77992127431,-92879577543,-927173678,0,78312648285,-27.5300000000,,,
PEHA,1909042666000,1167066862000,741975804000,767177660000,380766518000,14072538000,11114195000,89210710000,-4310211000,-81769319000,63152105000,13.0000000000,,,
PGAS,31446428339307,60829179989385,47073517874916,32251794792846,10181617196187,5535136297095,4720888730385,6670715020617,-836511361839,-2050465591122,20508367361625,143.0700000000,,,
PGLI,97187039291,31679674723,65507364568,9934025980,4144611759,9889546756,7319797447,336230597,-469222178,301409535,7575840736,15.5900000000,,,
PGUN,1727245832088,985056927727,742188904361,559004666172,74159816355,-10712330460,-1736641474,64197563818,358100797,-67603066212,1343394228,-0.3500000000,,,
PICO,1101863951798,897315484843,204548466955,325839897417,21911007582,-31382761788,-31393742108,687542809,-36969500,2734781495,9976524488,56.2300000000,,,
PJAA,3968281023454,2402974436383,1565306587071,244218093574,43862571688,-169447396574,-193598957488,-53758043766,-96190910092,116986284909,300191764454,-121.0000000000,,,
PKPK,66964744000,29109270000,37855474000,2080710000,-60243000,-3691225000,-2536029000,-214708000,0,-72184000,59969000,-4.2300000000,,,
PLIN,11853864953000,1125382365000,10728482588000,619329970000,450365465000,386742691000,378931496000,191354475000,-89469138000,-302313352000,575738517000,107.1700000000,,,
PMJS,3384915245136,990446646114,2394468599022,6702167259202,437705650447,178025626069,128438921588,-171469435962,144772129889,-154626342121,341682467397,8.0000000000,,,
PMMP,3700835684025,2658889079082,1041946604943,1841796250668,409396078323,136382693595,122108585388,123943443831,-61298670561,-55768814763,30011007015,51.5052000000,,,
PNBN,199927090000000,151815231000000,48111859000000,13161259000000,2912152000000,2912152000000,2294064000000,503513000000,2697613000000,-6691888000000,11077281000000,93.7300000000,,,
PNBS,12296417186000,879728634000,3119450757000,1083467333000,3158440000,3158440000,2463583000,-653523418000,-2398718000,0,367683996000,0.0600000000,,,
PNGO,1453796285502,791784892638,662011392864,1543299781161,370658989591,219541858110,175792007511,187516683555,-51055856031,-186946829405,8043115945,224.6500000000,,,
PNIN,34984626000000,4649637000000,30288637000000,2245535000000,362354000000,362354000000,1399763000000,111226000000,703132000000,-128104000000,7232246000000,192.7700000000,,,
PNLF,32928482000000,4650116000000,28269736000000,3338955000000,1448360000000,1448360000000,1446658000000,77340000000,605614000000,-161632000000,6136755000000,41.5400000000,,,
PNMP,38787329227103,32670430662857,6116898564246,6052731962109,776775420930,776775420930,524639621172,-5674919893700,-205154363178,5443824350328,4025872678740,183139.0000000000,,,
PNSE,381204132747,211615953470,169588179277,36937625609,9246356969,-42838233875,-43585682378,-13727652053,-1169658132,9614715591,10725709177,-40.0000000000,,,
POLA,296835795017,3820352137,293015442880,11683196615,-6730299908,-6730299908,-6730299908,52851571125,-27282800,-3688862685,66869007513,2.0114887374,,,
POLI,2444614825902,743475902265,1701138923637,129267398004,45148076947,16356828412,8578442085,65108000608,-5377872440,-73482344767,18202871762,4.5900000000,,,
POLL,6940761999355,5301972753374,1638789245981,602192265921,307280523386,170267397026,155283686326,70213011090,-195004032195,119884541953,27363447596,8.6400000000,,,
POLU,214051926236,73195565539,140856360697,72837177273,-12212747570,-20058476595,-20058476595,674227770,87346319995,-45928252036,51355812900,-27.0000000000,,,
POLY,3343231746894,17169361001190,-13826129254296,3796366341504,307974513594,-31498148130,-50303941359,-37644149190,-37450275033,-151053306,51422391084,-14.3070000000,,,
POOL,477432078565,28410630906,449021447659,25203541133,25203541133,-110852938452,-110852938452,1696366058,50388265504,-3188095575,69256725955,-46.6700000000,,,
PORT,2043606765000,1195660673000,847946092000,994092205000,136465072000,-45068588000,-73036066000,289550956000,-9382025000,-210901403000,283803503000,-15.7700000000,,,
POSA,955649534824,899276091915,56373442909,39960092859,1339572954,-67807617908,-67992872972,12707379831,-3995376484,-2807158241,14989114904,-7.9800000000,,,
POWR,19536838193991,9580544158389,9956294035602,5489006136846,2245126261140,1263919867320,946247310855,1465887737439,-75904872852,-605870847327,4663965641169,60.0894000000,,,
PPGD,66267919000000,40295788000000,25972131000000,15455197000000,2666789000000,2666789000000,2024906000000,7513393000000,-565748000000,-6928716000000,491766000000,0.3200000000,,,
PPLN,1606820149000000,650177807000000,956642342000000,269870513000000,32506506000000,17208214000000,12451439000000,27222127000000,-37006304000000,-4529496000000,40497000000000,91526.0000000000,,,
PPRE,6990236635926,4061112929289,2929123706637,1887149565129,320675183905,161249028467,107434637573,247493236055,-18893740366,-182811939235,316618786618,5.5000000000,,,
PPRO,19608604061110,15085814118076,4522789943034,847766303803,105262874543,36120200854,13243792803,-13725854872,-1087602810225,1073272423143,372654122805,0.2000000000,,,
PRAS,1651882804458,1157657905015,494224899443,218793390271,34457322321,2761369797,1885333333,36391581006,-3564873304,-24885242460,11223118352,2.7000000000,,,
PRDA,2611933000000,470999000000,2140934000000,1990644000000,1232899000000,648417000000,511087000000,591730000000,-107983000000,-169525000000,679210000000,545.1600000000,,,
PRIM,1170069689993,175410803664,994658886329,514751928936,183000417484,132629641969,105774816043,-18119514966,-10511330793,-649428236,12575226272,31.0800000000,,,
